[2025-01-23 18:03:49,966][       train.py][line:  74][    INFO] config: Namespace(config_path='config/brainmri.yaml', k_shot=16, config={'version': 'v1.0.0', 'random_seed': 100, 'data_root': 'data', 'train_dataset': 'brainmri', 'test_datasets': ['brainmri'], 'epoch': 200, 'batch_size': 8, 'print_freq_step': 10, 'val_freq_epoch': 1, 'image_size': 224, 'model_name': 'RN50', 'layers_out': [1, 2, 3, 4], 'anomaly_tasks': {'CutpasteTask': 0.25, 'GaussIntensityChangeTask': 0.25, 'SourceTask': 0.25, 'IdentityTask': 0.25}, 'prompt_maker': 'coop', 'n_learnable_token': 8, 'CSC': True, 'class_token_positions': ['end'], 'save_root': 'results/2025_01_23_18_03_49', 'prompts': {'normal': ['normal', 'healthy', 'negative', 'unremarkable', 'clear', 'asymptomatic', 'normal findings', 'no findings', 'in good health', 'no evidence of disease'], 'abnormal': ['abnormal', 'positive', 'symptomatic', 'disease', 'lesion', 'pathological', 'impaired', 'evidence of disease', 'abnormal finding', 'pathological condition', 'pathological abnormality']}, 'model_cfg': {'embed_dim': 1024, 'vision_cfg': {'image_size': 224, 'layers': [3, 4, 6, 3], 'width': 64, 'patch_size': None}, 'text_cfg': {'context_length': 77, 'vocab_size': 49408, 'width': 512, 'heads': 8, 'layers': 12}}})
[2025-01-23 18:03:49,995][       train.py][line:  81][    INFO] load CoOp
[2025-01-23 18:03:50,121][       train.py][line: 138][    INFO] train data (brainmri) len 16
[2025-01-23 18:21:01,588][       train.py][line: 193][    INFO] (brainmri): Epoch: 100, image auroc: 0.8027,
[2025-01-23 18:21:01,588][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:21:11,956][       train.py][line: 193][    INFO] (brainmri): Epoch: 101, image auroc: 0.8328,
[2025-01-23 18:21:11,957][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:21:22,264][       train.py][line: 193][    INFO] (brainmri): Epoch: 102, image auroc: 0.8663,
[2025-01-23 18:21:22,265][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:21:32,551][       train.py][line: 193][    INFO] (brainmri): Epoch: 103, image auroc: 0.8413,
[2025-01-23 18:21:32,551][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:21:42,819][       train.py][line: 193][    INFO] (brainmri): Epoch: 104, image auroc: 0.8319,
[2025-01-23 18:21:42,819][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:21:48,049][       train.py][line: 271][    INFO] Epoch: [105/200]	Iter: [210/400]	Loss 0.71671 (0.77543)	
[2025-01-23 18:21:53,246][       train.py][line: 193][    INFO] (brainmri): Epoch: 105, image auroc: 0.8166,
[2025-01-23 18:21:53,246][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:22:03,494][       train.py][line: 193][    INFO] (brainmri): Epoch: 106, image auroc: 0.8063,
[2025-01-23 18:22:03,494][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:22:13,858][       train.py][line: 193][    INFO] (brainmri): Epoch: 107, image auroc: 0.8012,
[2025-01-23 18:22:13,858][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:22:24,014][       train.py][line: 193][    INFO] (brainmri): Epoch: 108, image auroc: 0.8159,
[2025-01-23 18:22:24,014][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:22:34,331][       train.py][line: 193][    INFO] (brainmri): Epoch: 109, image auroc: 0.8472,
[2025-01-23 18:22:34,331][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:22:39,637][       train.py][line: 271][    INFO] Epoch: [110/200]	Iter: [220/400]	Loss 0.83658 (0.81141)	
[2025-01-23 18:22:44,761][       train.py][line: 193][    INFO] (brainmri): Epoch: 110, image auroc: 0.8740,
[2025-01-23 18:22:44,761][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:22:55,161][       train.py][line: 193][    INFO] (brainmri): Epoch: 111, image auroc: 0.8819,
[2025-01-23 18:22:55,161][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:23:05,541][       train.py][line: 193][    INFO] (brainmri): Epoch: 112, image auroc: 0.8539,
[2025-01-23 18:23:05,541][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:23:15,930][       train.py][line: 193][    INFO] (brainmri): Epoch: 113, image auroc: 0.8580,
[2025-01-23 18:23:15,931][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:23:26,204][       train.py][line: 193][    INFO] (brainmri): Epoch: 114, image auroc: 0.8627,
[2025-01-23 18:23:26,204][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:23:31,311][       train.py][line: 271][    INFO] Epoch: [115/200]	Iter: [230/400]	Loss 0.74519 (0.77580)	
[2025-01-23 18:23:36,460][       train.py][line: 193][    INFO] (brainmri): Epoch: 115, image auroc: 0.8741,
[2025-01-23 18:23:36,461][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:23:46,733][       train.py][line: 193][    INFO] (brainmri): Epoch: 116, image auroc: 0.8656,
[2025-01-23 18:23:46,733][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:23:57,149][       train.py][line: 193][    INFO] (brainmri): Epoch: 117, image auroc: 0.8778,
[2025-01-23 18:23:57,149][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:24:07,358][       train.py][line: 193][    INFO] (brainmri): Epoch: 118, image auroc: 0.8815,
[2025-01-23 18:24:07,358][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:24:17,604][       train.py][line: 193][    INFO] (brainmri): Epoch: 119, image auroc: 0.8636,
[2025-01-23 18:24:17,605][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:24:22,740][       train.py][line: 271][    INFO] Epoch: [120/200]	Iter: [240/400]	Loss 0.76587 (0.77540)	
[2025-01-23 18:24:27,943][       train.py][line: 193][    INFO] (brainmri): Epoch: 120, image auroc: 0.8386,
[2025-01-23 18:24:27,943][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:24:38,380][       train.py][line: 193][    INFO] (brainmri): Epoch: 121, image auroc: 0.8279,
[2025-01-23 18:24:38,380][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:24:48,747][       train.py][line: 193][    INFO] (brainmri): Epoch: 122, image auroc: 0.8130,
[2025-01-23 18:24:48,747][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:24:59,048][       train.py][line: 193][    INFO] (brainmri): Epoch: 123, image auroc: 0.8149,
[2025-01-23 18:24:59,048][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:25:09,312][       train.py][line: 193][    INFO] (brainmri): Epoch: 124, image auroc: 0.8183,
[2025-01-23 18:25:09,312][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:25:14,493][       train.py][line: 271][    INFO] Epoch: [125/200]	Iter: [250/400]	Loss 0.84072 (0.80312)	
[2025-01-23 18:25:19,757][       train.py][line: 193][    INFO] (brainmri): Epoch: 125, image auroc: 0.8002,
[2025-01-23 18:25:19,757][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:25:30,040][       train.py][line: 193][    INFO] (brainmri): Epoch: 126, image auroc: 0.8227,
[2025-01-23 18:25:30,040][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:25:40,338][       train.py][line: 193][    INFO] (brainmri): Epoch: 127, image auroc: 0.8215,
[2025-01-23 18:25:40,338][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:25:50,624][       train.py][line: 193][    INFO] (brainmri): Epoch: 128, image auroc: 0.8024,
[2025-01-23 18:25:50,624][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:26:01,059][       train.py][line: 193][    INFO] (brainmri): Epoch: 129, image auroc: 0.8069,
[2025-01-23 18:26:01,059][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:26:06,228][       train.py][line: 271][    INFO] Epoch: [130/200]	Iter: [260/400]	Loss 0.80923 (0.77951)	
[2025-01-23 18:26:11,361][       train.py][line: 193][    INFO] (brainmri): Epoch: 130, image auroc: 0.8172,
[2025-01-23 18:26:11,361][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:26:21,653][       train.py][line: 193][    INFO] (brainmri): Epoch: 131, image auroc: 0.8125,
[2025-01-23 18:26:21,654][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:26:32,007][       train.py][line: 193][    INFO] (brainmri): Epoch: 132, image auroc: 0.8355,
[2025-01-23 18:26:32,008][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:26:42,385][       train.py][line: 193][    INFO] (brainmri): Epoch: 133, image auroc: 0.8461,
[2025-01-23 18:26:42,385][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:26:52,830][       train.py][line: 193][    INFO] (brainmri): Epoch: 134, image auroc: 0.8528,
[2025-01-23 18:26:52,830][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:26:58,000][       train.py][line: 271][    INFO] Epoch: [135/200]	Iter: [270/400]	Loss 0.76982 (0.79322)	
[2025-01-23 18:27:03,142][       train.py][line: 193][    INFO] (brainmri): Epoch: 135, image auroc: 0.8429,
[2025-01-23 18:27:03,142][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:27:13,538][       train.py][line: 193][    INFO] (brainmri): Epoch: 136, image auroc: 0.8346,
[2025-01-23 18:27:13,539][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:27:23,888][       train.py][line: 193][    INFO] (brainmri): Epoch: 137, image auroc: 0.8131,
[2025-01-23 18:27:23,888][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:27:34,232][       train.py][line: 193][    INFO] (brainmri): Epoch: 138, image auroc: 0.7808,
[2025-01-23 18:27:34,232][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:27:44,637][       train.py][line: 193][    INFO] (brainmri): Epoch: 139, image auroc: 0.7918,
[2025-01-23 18:27:44,637][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:27:49,872][       train.py][line: 271][    INFO] Epoch: [140/200]	Iter: [280/400]	Loss 0.71883 (0.75019)	
[2025-01-23 18:27:54,950][       train.py][line: 193][    INFO] (brainmri): Epoch: 140, image auroc: 0.8045,
[2025-01-23 18:27:54,950][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:28:05,278][       train.py][line: 193][    INFO] (brainmri): Epoch: 141, image auroc: 0.7769,
[2025-01-23 18:28:05,278][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:28:15,596][       train.py][line: 193][    INFO] (brainmri): Epoch: 142, image auroc: 0.7873,
[2025-01-23 18:28:15,596][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:28:25,803][       train.py][line: 193][    INFO] (brainmri): Epoch: 143, image auroc: 0.7906,
[2025-01-23 18:28:25,804][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:28:36,193][       train.py][line: 193][    INFO] (brainmri): Epoch: 144, image auroc: 0.7885,
[2025-01-23 18:28:36,193][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:28:41,523][       train.py][line: 271][    INFO] Epoch: [145/200]	Iter: [290/400]	Loss 0.89796 (0.87647)	
[2025-01-23 18:28:46,767][       train.py][line: 193][    INFO] (brainmri): Epoch: 145, image auroc: 0.7737,
[2025-01-23 18:28:46,767][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:28:57,216][       train.py][line: 193][    INFO] (brainmri): Epoch: 146, image auroc: 0.7706,
[2025-01-23 18:28:57,216][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:29:07,554][       train.py][line: 193][    INFO] (brainmri): Epoch: 147, image auroc: 0.7676,
[2025-01-23 18:29:07,554][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:29:17,931][       train.py][line: 193][    INFO] (brainmri): Epoch: 148, image auroc: 0.7652,
[2025-01-23 18:29:17,931][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:29:28,302][       train.py][line: 193][    INFO] (brainmri): Epoch: 149, image auroc: 0.7651,
[2025-01-23 18:29:28,302][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:29:33,570][       train.py][line: 271][    INFO] Epoch: [150/200]	Iter: [300/400]	Loss 0.78901 (0.76293)	
[2025-01-23 18:29:38,668][       train.py][line: 193][    INFO] (brainmri): Epoch: 150, image auroc: 0.7833,
[2025-01-23 18:29:38,668][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:29:48,913][       train.py][line: 193][    INFO] (brainmri): Epoch: 151, image auroc: 0.7661,
[2025-01-23 18:29:48,913][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:29:59,236][       train.py][line: 193][    INFO] (brainmri): Epoch: 152, image auroc: 0.7874,
[2025-01-23 18:29:59,236][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:30:09,596][       train.py][line: 193][    INFO] (brainmri): Epoch: 153, image auroc: 0.7979,
[2025-01-23 18:30:09,597][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:30:19,995][       train.py][line: 193][    INFO] (brainmri): Epoch: 154, image auroc: 0.8084,
[2025-01-23 18:30:19,995][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:30:25,413][       train.py][line: 271][    INFO] Epoch: [155/200]	Iter: [310/400]	Loss 0.79815 (0.78731)	
[2025-01-23 18:30:30,523][       train.py][line: 193][    INFO] (brainmri): Epoch: 155, image auroc: 0.8060,
[2025-01-23 18:30:30,523][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:30:40,983][       train.py][line: 193][    INFO] (brainmri): Epoch: 156, image auroc: 0.7873,
[2025-01-23 18:30:40,983][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:30:51,390][       train.py][line: 193][    INFO] (brainmri): Epoch: 157, image auroc: 0.8222,
[2025-01-23 18:30:51,390][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:31:01,691][       train.py][line: 193][    INFO] (brainmri): Epoch: 158, image auroc: 0.8170,
[2025-01-23 18:31:01,691][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:31:12,000][       train.py][line: 193][    INFO] (brainmri): Epoch: 159, image auroc: 0.8238,
[2025-01-23 18:31:12,000][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:31:17,314][       train.py][line: 271][    INFO] Epoch: [160/200]	Iter: [320/400]	Loss 0.77148 (0.77162)	
[2025-01-23 18:31:22,562][       train.py][line: 193][    INFO] (brainmri): Epoch: 160, image auroc: 0.7973,
[2025-01-23 18:31:22,563][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:31:32,908][       train.py][line: 193][    INFO] (brainmri): Epoch: 161, image auroc: 0.8032,
[2025-01-23 18:31:32,908][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:31:43,174][       train.py][line: 193][    INFO] (brainmri): Epoch: 162, image auroc: 0.7887,
[2025-01-23 18:31:43,174][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:31:53,470][       train.py][line: 193][    INFO] (brainmri): Epoch: 163, image auroc: 0.8321,
[2025-01-23 18:31:53,470][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:32:03,930][       train.py][line: 193][    INFO] (brainmri): Epoch: 164, image auroc: 0.8339,
[2025-01-23 18:32:03,930][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:32:09,115][       train.py][line: 271][    INFO] Epoch: [165/200]	Iter: [330/400]	Loss 0.74813 (0.79752)	
[2025-01-23 18:32:14,387][       train.py][line: 193][    INFO] (brainmri): Epoch: 165, image auroc: 0.8282,
[2025-01-23 18:32:14,387][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:32:24,754][       train.py][line: 193][    INFO] (brainmri): Epoch: 166, image auroc: 0.8605,
[2025-01-23 18:32:24,754][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:32:35,207][       train.py][line: 193][    INFO] (brainmri): Epoch: 167, image auroc: 0.8536,
[2025-01-23 18:32:35,207][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:32:45,720][       train.py][line: 193][    INFO] (brainmri): Epoch: 168, image auroc: 0.8604,
[2025-01-23 18:32:45,720][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:32:55,977][       train.py][line: 193][    INFO] (brainmri): Epoch: 169, image auroc: 0.8735,
[2025-01-23 18:32:55,977][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:33:01,124][       train.py][line: 271][    INFO] Epoch: [170/200]	Iter: [340/400]	Loss 0.79534 (0.82268)	
[2025-01-23 18:33:06,212][       train.py][line: 193][    INFO] (brainmri): Epoch: 170, image auroc: 0.8640,
[2025-01-23 18:33:06,212][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:33:16,581][       train.py][line: 193][    INFO] (brainmri): Epoch: 171, image auroc: 0.8693,
[2025-01-23 18:33:16,581][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:33:26,883][       train.py][line: 193][    INFO] (brainmri): Epoch: 172, image auroc: 0.8787,
[2025-01-23 18:33:26,883][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:33:37,099][       train.py][line: 193][    INFO] (brainmri): Epoch: 173, image auroc: 0.8473,
[2025-01-23 18:33:37,099][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:33:47,391][       train.py][line: 193][    INFO] (brainmri): Epoch: 174, image auroc: 0.8415,
[2025-01-23 18:33:47,392][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:33:52,515][       train.py][line: 271][    INFO] Epoch: [175/200]	Iter: [350/400]	Loss 0.88910 (0.87035)	
[2025-01-23 18:33:57,619][       train.py][line: 193][    INFO] (brainmri): Epoch: 175, image auroc: 0.8262,
[2025-01-23 18:33:57,619][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:34:08,245][       train.py][line: 193][    INFO] (brainmri): Epoch: 176, image auroc: 0.8355,
[2025-01-23 18:34:08,245][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:34:18,592][       train.py][line: 193][    INFO] (brainmri): Epoch: 177, image auroc: 0.8317,
[2025-01-23 18:34:18,592][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:34:28,942][       train.py][line: 193][    INFO] (brainmri): Epoch: 178, image auroc: 0.8246,
[2025-01-23 18:34:28,942][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:34:39,390][       train.py][line: 193][    INFO] (brainmri): Epoch: 179, image auroc: 0.8293,
[2025-01-23 18:34:39,390][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:34:44,841][       train.py][line: 271][    INFO] Epoch: [180/200]	Iter: [360/400]	Loss 0.78760 (0.78012)	
[2025-01-23 18:34:49,938][       train.py][line: 193][    INFO] (brainmri): Epoch: 180, image auroc: 0.8194,
[2025-01-23 18:34:49,939][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:35:00,288][       train.py][line: 193][    INFO] (brainmri): Epoch: 181, image auroc: 0.8217,
[2025-01-23 18:35:00,288][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:35:10,630][       train.py][line: 193][    INFO] (brainmri): Epoch: 182, image auroc: 0.8085,
[2025-01-23 18:35:10,630][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:35:20,912][       train.py][line: 193][    INFO] (brainmri): Epoch: 183, image auroc: 0.8225,
[2025-01-23 18:35:20,913][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:35:31,254][       train.py][line: 193][    INFO] (brainmri): Epoch: 184, image auroc: 0.8033,
[2025-01-23 18:35:31,254][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:35:36,430][       train.py][line: 271][    INFO] Epoch: [185/200]	Iter: [370/400]	Loss 0.80902 (0.81101)	
[2025-01-23 18:35:41,525][       train.py][line: 193][    INFO] (brainmri): Epoch: 185, image auroc: 0.8044,
[2025-01-23 18:35:41,525][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:35:51,934][       train.py][line: 193][    INFO] (brainmri): Epoch: 186, image auroc: 0.8279,
[2025-01-23 18:35:51,934][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:36:02,408][       train.py][line: 193][    INFO] (brainmri): Epoch: 187, image auroc: 0.8368,
[2025-01-23 18:36:02,409][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:36:12,692][       train.py][line: 193][    INFO] (brainmri): Epoch: 188, image auroc: 0.8208,
[2025-01-23 18:36:12,693][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:36:22,934][       train.py][line: 193][    INFO] (brainmri): Epoch: 189, image auroc: 0.8181,
[2025-01-23 18:36:22,934][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:36:28,130][       train.py][line: 271][    INFO] Epoch: [190/200]	Iter: [380/400]	Loss 0.84372 (0.81254)	
[2025-01-23 18:36:33,261][       train.py][line: 193][    INFO] (brainmri): Epoch: 190, image auroc: 0.8095,
[2025-01-23 18:36:33,261][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:36:43,701][       train.py][line: 193][    INFO] (brainmri): Epoch: 191, image auroc: 0.7856,
[2025-01-23 18:36:43,701][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:36:53,965][       train.py][line: 193][    INFO] (brainmri): Epoch: 192, image auroc: 0.7910,
[2025-01-23 18:36:53,965][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:37:04,261][       train.py][line: 193][    INFO] (brainmri): Epoch: 193, image auroc: 0.8033,
[2025-01-23 18:37:04,262][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:37:14,653][       train.py][line: 193][    INFO] (brainmri): Epoch: 194, image auroc: 0.7916,
[2025-01-23 18:37:14,654][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:37:19,905][       train.py][line: 271][    INFO] Epoch: [195/200]	Iter: [390/400]	Loss 0.67460 (0.75439)	
[2025-01-23 18:37:25,060][       train.py][line: 193][    INFO] (brainmri): Epoch: 195, image auroc: 0.7983,
[2025-01-23 18:37:25,061][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:37:35,350][       train.py][line: 193][    INFO] (brainmri): Epoch: 196, image auroc: 0.8108,
[2025-01-23 18:37:35,350][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:37:45,628][       train.py][line: 193][    INFO] (brainmri): Epoch: 197, image auroc: 0.7901,
[2025-01-23 18:37:45,628][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:37:56,127][       train.py][line: 193][    INFO] (brainmri): Epoch: 198, image auroc: 0.8340,
[2025-01-23 18:37:56,127][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:38:06,610][       train.py][line: 193][    INFO] (brainmri): Epoch: 199, image auroc: 0.8359,
[2025-01-23 18:38:06,610][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
[2025-01-23 18:38:11,763][       train.py][line: 271][    INFO] Epoch: [200/200]	Iter: [400/400]	Loss 0.83172 (0.81673)	
[2025-01-23 18:38:16,867][       train.py][line: 193][    INFO] (brainmri): Epoch: 200, image auroc: 0.8573,
[2025-01-23 18:38:16,868][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.8913,
