[2025-01-23 19:54:02,810][       train.py][line:  74][    INFO] config: Namespace(config_path='config/brainmri.yaml', k_shot=16, config={'version': 'v1.0.0', 'random_seed': 100, 'data_root': 'data', 'train_dataset': 'brainmri', 'test_datasets': ['brainmri'], 'epoch': 200, 'batch_size': 8, 'print_freq_step': 10, 'val_freq_epoch': 1, 'image_size': 224, 'model_name': 'RN101', 'layers_out': [1, 2, 3, 4], 'anomaly_tasks': {'CutpasteTask': 0.25, 'GaussIntensityChangeTask': 0.25, 'SourceTask': 0.25, 'IdentityTask': 0.25}, 'prompt_maker': 'coop', 'n_learnable_token': 8, 'CSC': True, 'class_token_positions': ['end'], 'save_root': 'results/2025_01_23_19_54_02', 'prompts': {'normal': ['normal', 'healthy', 'negative', 'unremarkable', 'clear', 'asymptomatic', 'normal findings', 'no findings', 'in good health', 'no evidence of disease'], 'abnormal': ['abnormal', 'positive', 'symptomatic', 'disease', 'lesion', 'pathological', 'impaired', 'evidence of disease', 'abnormal finding', 'pathological condition', 'pathological abnormality']}, 'model_cfg': {'embed_dim': 512, 'vision_cfg': {'image_size': 224, 'layers': [3, 4, 23, 3], 'width': 64, 'patch_size': None}, 'text_cfg': {'context_length': 77, 'vocab_size': 49408, 'width': 512, 'heads': 8, 'layers': 12}}})
[2025-01-23 19:54:02,835][       train.py][line:  81][    INFO] load CoOp
[2025-01-23 19:54:02,984][       train.py][line: 138][    INFO] train data (brainmri) len 16
[2025-01-23 20:11:15,246][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:11:20,372][       train.py][line: 271][    INFO] Epoch: [100/200]	Iter: [200/400]	Loss 0.90007 (0.83364)	
[2025-01-23 20:11:25,413][       train.py][line: 193][    INFO] (brainmri): Epoch: 100, image auroc: 0.8282,
[2025-01-23 20:11:25,414][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:11:35,716][       train.py][line: 193][    INFO] (brainmri): Epoch: 101, image auroc: 0.8460,
[2025-01-23 20:11:35,716][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:11:45,779][       train.py][line: 193][    INFO] (brainmri): Epoch: 102, image auroc: 0.8003,
[2025-01-23 20:11:45,780][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:11:55,969][       train.py][line: 193][    INFO] (brainmri): Epoch: 103, image auroc: 0.7947,
[2025-01-23 20:11:55,969][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:12:06,326][       train.py][line: 193][    INFO] (brainmri): Epoch: 104, image auroc: 0.7628,
[2025-01-23 20:12:06,326][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:12:11,539][       train.py][line: 271][    INFO] Epoch: [105/200]	Iter: [210/400]	Loss 0.92012 (0.84383)	
[2025-01-23 20:12:16,560][       train.py][line: 193][    INFO] (brainmri): Epoch: 105, image auroc: 0.8190,
[2025-01-23 20:12:16,560][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:12:26,739][       train.py][line: 193][    INFO] (brainmri): Epoch: 106, image auroc: 0.8598,
[2025-01-23 20:12:26,740][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:12:37,101][       train.py][line: 193][    INFO] (brainmri): Epoch: 107, image auroc: 0.8773,
[2025-01-23 20:12:37,102][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:12:47,349][       train.py][line: 193][    INFO] (brainmri): Epoch: 108, image auroc: 0.8690,
[2025-01-23 20:12:47,349][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:12:57,571][       train.py][line: 193][    INFO] (brainmri): Epoch: 109, image auroc: 0.8631,
[2025-01-23 20:12:57,571][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:13:02,720][       train.py][line: 271][    INFO] Epoch: [110/200]	Iter: [220/400]	Loss 0.94402 (0.88511)	
[2025-01-23 20:13:07,782][       train.py][line: 193][    INFO] (brainmri): Epoch: 110, image auroc: 0.8491,
[2025-01-23 20:13:07,782][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:13:18,017][       train.py][line: 193][    INFO] (brainmri): Epoch: 111, image auroc: 0.8386,
[2025-01-23 20:13:18,017][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:13:28,214][       train.py][line: 193][    INFO] (brainmri): Epoch: 112, image auroc: 0.8131,
[2025-01-23 20:13:28,214][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:13:38,445][       train.py][line: 193][    INFO] (brainmri): Epoch: 113, image auroc: 0.7347,
[2025-01-23 20:13:38,446][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:13:48,723][       train.py][line: 193][    INFO] (brainmri): Epoch: 114, image auroc: 0.7701,
[2025-01-23 20:13:48,723][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:13:53,898][       train.py][line: 271][    INFO] Epoch: [115/200]	Iter: [230/400]	Loss 0.85761 (0.81747)	
[2025-01-23 20:13:59,020][       train.py][line: 193][    INFO] (brainmri): Epoch: 115, image auroc: 0.8313,
[2025-01-23 20:13:59,020][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:14:09,195][       train.py][line: 193][    INFO] (brainmri): Epoch: 116, image auroc: 0.8257,
[2025-01-23 20:14:09,196][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:14:19,859][       train.py][line: 193][    INFO] (brainmri): Epoch: 117, image auroc: 0.8155,
[2025-01-23 20:14:19,859][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:14:30,092][       train.py][line: 193][    INFO] (brainmri): Epoch: 118, image auroc: 0.8136,
[2025-01-23 20:14:30,093][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:14:40,338][       train.py][line: 193][    INFO] (brainmri): Epoch: 119, image auroc: 0.8112,
[2025-01-23 20:14:40,338][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:14:45,637][       train.py][line: 271][    INFO] Epoch: [120/200]	Iter: [240/400]	Loss 0.80627 (0.85263)	
[2025-01-23 20:14:50,814][       train.py][line: 193][    INFO] (brainmri): Epoch: 120, image auroc: 0.8267,
[2025-01-23 20:14:50,814][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:15:01,346][       train.py][line: 193][    INFO] (brainmri): Epoch: 121, image auroc: 0.8125,
[2025-01-23 20:15:01,346][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:15:11,650][       train.py][line: 193][    INFO] (brainmri): Epoch: 122, image auroc: 0.8417,
[2025-01-23 20:15:11,650][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:15:22,094][       train.py][line: 193][    INFO] (brainmri): Epoch: 123, image auroc: 0.8464,
[2025-01-23 20:15:22,095][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:15:32,301][       train.py][line: 193][    INFO] (brainmri): Epoch: 124, image auroc: 0.8279,
[2025-01-23 20:15:32,301][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:15:37,456][       train.py][line: 271][    INFO] Epoch: [125/200]	Iter: [250/400]	Loss 0.87358 (0.83698)	
[2025-01-23 20:15:42,516][       train.py][line: 193][    INFO] (brainmri): Epoch: 125, image auroc: 0.7948,
[2025-01-23 20:15:42,516][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:15:52,709][       train.py][line: 193][    INFO] (brainmri): Epoch: 126, image auroc: 0.7966,
[2025-01-23 20:15:52,709][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:16:02,869][       train.py][line: 193][    INFO] (brainmri): Epoch: 127, image auroc: 0.8085,
[2025-01-23 20:16:02,870][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:16:13,113][       train.py][line: 193][    INFO] (brainmri): Epoch: 128, image auroc: 0.8414,
[2025-01-23 20:16:13,113][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:16:23,524][       train.py][line: 193][    INFO] (brainmri): Epoch: 129, image auroc: 0.8053,
[2025-01-23 20:16:23,524][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:16:28,846][       train.py][line: 271][    INFO] Epoch: [130/200]	Iter: [260/400]	Loss 0.76354 (0.83539)	
[2025-01-23 20:16:34,092][       train.py][line: 193][    INFO] (brainmri): Epoch: 130, image auroc: 0.7464,
[2025-01-23 20:16:34,092][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:16:44,557][       train.py][line: 193][    INFO] (brainmri): Epoch: 131, image auroc: 0.7873,
[2025-01-23 20:16:44,557][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:16:54,869][       train.py][line: 193][    INFO] (brainmri): Epoch: 132, image auroc: 0.7583,
[2025-01-23 20:16:54,869][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:17:05,173][       train.py][line: 193][    INFO] (brainmri): Epoch: 133, image auroc: 0.8186,
[2025-01-23 20:17:05,173][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:17:15,273][       train.py][line: 193][    INFO] (brainmri): Epoch: 134, image auroc: 0.8597,
[2025-01-23 20:17:15,273][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:17:20,504][       train.py][line: 271][    INFO] Epoch: [135/200]	Iter: [270/400]	Loss 0.72611 (0.72517)	
[2025-01-23 20:17:25,715][       train.py][line: 193][    INFO] (brainmri): Epoch: 135, image auroc: 0.8467,
[2025-01-23 20:17:25,715][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:17:35,891][       train.py][line: 193][    INFO] (brainmri): Epoch: 136, image auroc: 0.8029,
[2025-01-23 20:17:35,891][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:17:46,205][       train.py][line: 193][    INFO] (brainmri): Epoch: 137, image auroc: 0.7862,
[2025-01-23 20:17:46,205][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:17:56,391][       train.py][line: 193][    INFO] (brainmri): Epoch: 138, image auroc: 0.7906,
[2025-01-23 20:17:56,391][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:18:06,553][       train.py][line: 193][    INFO] (brainmri): Epoch: 139, image auroc: 0.7728,
[2025-01-23 20:18:06,553][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:18:11,716][       train.py][line: 271][    INFO] Epoch: [140/200]	Iter: [280/400]	Loss 0.92441 (0.88606)	
[2025-01-23 20:18:16,813][       train.py][line: 193][    INFO] (brainmri): Epoch: 140, image auroc: 0.8117,
[2025-01-23 20:18:16,813][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:18:26,974][       train.py][line: 193][    INFO] (brainmri): Epoch: 141, image auroc: 0.8200,
[2025-01-23 20:18:26,975][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:18:37,372][       train.py][line: 193][    INFO] (brainmri): Epoch: 142, image auroc: 0.8020,
[2025-01-23 20:18:37,373][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:18:47,691][       train.py][line: 193][    INFO] (brainmri): Epoch: 143, image auroc: 0.7808,
[2025-01-23 20:18:47,691][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:18:57,799][       train.py][line: 193][    INFO] (brainmri): Epoch: 144, image auroc: 0.8189,
[2025-01-23 20:18:57,800][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:19:03,071][       train.py][line: 271][    INFO] Epoch: [145/200]	Iter: [290/400]	Loss 0.89226 (0.83486)	
[2025-01-23 20:19:08,058][       train.py][line: 193][    INFO] (brainmri): Epoch: 145, image auroc: 0.8005,
[2025-01-23 20:19:08,058][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:19:18,239][       train.py][line: 193][    INFO] (brainmri): Epoch: 146, image auroc: 0.8118,
[2025-01-23 20:19:18,239][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:19:28,497][       train.py][line: 193][    INFO] (brainmri): Epoch: 147, image auroc: 0.8301,
[2025-01-23 20:19:28,498][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:19:38,671][       train.py][line: 193][    INFO] (brainmri): Epoch: 148, image auroc: 0.8211,
[2025-01-23 20:19:38,671][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:19:48,936][       train.py][line: 193][    INFO] (brainmri): Epoch: 149, image auroc: 0.7984,
[2025-01-23 20:19:48,936][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:19:54,022][       train.py][line: 271][    INFO] Epoch: [150/200]	Iter: [300/400]	Loss 0.83634 (0.85034)	
[2025-01-23 20:19:59,070][       train.py][line: 193][    INFO] (brainmri): Epoch: 150, image auroc: 0.7830,
[2025-01-23 20:19:59,070][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:20:09,292][       train.py][line: 193][    INFO] (brainmri): Epoch: 151, image auroc: 0.8268,
[2025-01-23 20:20:09,292][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:20:19,421][       train.py][line: 193][    INFO] (brainmri): Epoch: 152, image auroc: 0.7367,
[2025-01-23 20:20:19,421][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:20:29,550][       train.py][line: 193][    INFO] (brainmri): Epoch: 153, image auroc: 0.7583,
[2025-01-23 20:20:29,550][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:20:39,951][       train.py][line: 193][    INFO] (brainmri): Epoch: 154, image auroc: 0.7589,
[2025-01-23 20:20:39,951][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:20:45,059][       train.py][line: 271][    INFO] Epoch: [155/200]	Iter: [310/400]	Loss 0.89632 (0.86210)	
[2025-01-23 20:20:50,168][       train.py][line: 193][    INFO] (brainmri): Epoch: 155, image auroc: 0.7676,
[2025-01-23 20:20:50,168][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:21:00,373][       train.py][line: 193][    INFO] (brainmri): Epoch: 156, image auroc: 0.8009,
[2025-01-23 20:21:00,373][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:21:10,587][       train.py][line: 193][    INFO] (brainmri): Epoch: 157, image auroc: 0.8377,
[2025-01-23 20:21:10,587][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:21:20,834][       train.py][line: 193][    INFO] (brainmri): Epoch: 158, image auroc: 0.8005,
[2025-01-23 20:21:20,834][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:21:30,992][       train.py][line: 193][    INFO] (brainmri): Epoch: 159, image auroc: 0.8050,
[2025-01-23 20:21:30,993][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:21:36,148][       train.py][line: 271][    INFO] Epoch: [160/200]	Iter: [320/400]	Loss 0.80872 (0.80428)	
[2025-01-23 20:21:41,223][       train.py][line: 193][    INFO] (brainmri): Epoch: 160, image auroc: 0.7731,
[2025-01-23 20:21:41,223][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:21:51,519][       train.py][line: 193][    INFO] (brainmri): Epoch: 161, image auroc: 0.7934,
[2025-01-23 20:21:51,520][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:22:01,717][       train.py][line: 193][    INFO] (brainmri): Epoch: 162, image auroc: 0.7177,
[2025-01-23 20:22:01,717][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:22:12,037][       train.py][line: 193][    INFO] (brainmri): Epoch: 163, image auroc: 0.8123,
[2025-01-23 20:22:12,037][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:22:22,387][       train.py][line: 193][    INFO] (brainmri): Epoch: 164, image auroc: 0.8141,
[2025-01-23 20:22:22,387][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:22:27,518][       train.py][line: 271][    INFO] Epoch: [165/200]	Iter: [330/400]	Loss 0.85885 (0.83161)	
[2025-01-23 20:22:32,551][       train.py][line: 193][    INFO] (brainmri): Epoch: 165, image auroc: 0.7964,
[2025-01-23 20:22:32,552][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:22:42,795][       train.py][line: 193][    INFO] (brainmri): Epoch: 166, image auroc: 0.7470,
[2025-01-23 20:22:42,795][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:22:53,039][       train.py][line: 193][    INFO] (brainmri): Epoch: 167, image auroc: 0.8000,
[2025-01-23 20:22:53,039][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:23:03,219][       train.py][line: 193][    INFO] (brainmri): Epoch: 168, image auroc: 0.8322,
[2025-01-23 20:23:03,220][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:23:13,489][       train.py][line: 193][    INFO] (brainmri): Epoch: 169, image auroc: 0.8278,
[2025-01-23 20:23:13,490][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:23:18,615][       train.py][line: 271][    INFO] Epoch: [170/200]	Iter: [340/400]	Loss 0.80148 (0.79688)	
[2025-01-23 20:23:23,584][       train.py][line: 193][    INFO] (brainmri): Epoch: 170, image auroc: 0.8014,
[2025-01-23 20:23:23,585][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:23:33,752][       train.py][line: 193][    INFO] (brainmri): Epoch: 171, image auroc: 0.8033,
[2025-01-23 20:23:33,752][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:23:43,949][       train.py][line: 193][    INFO] (brainmri): Epoch: 172, image auroc: 0.7569,
[2025-01-23 20:23:43,950][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:23:54,213][       train.py][line: 193][    INFO] (brainmri): Epoch: 173, image auroc: 0.8069,
[2025-01-23 20:23:54,213][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:24:04,506][       train.py][line: 193][    INFO] (brainmri): Epoch: 174, image auroc: 0.7471,
[2025-01-23 20:24:04,506][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:24:09,620][       train.py][line: 271][    INFO] Epoch: [175/200]	Iter: [350/400]	Loss 0.85052 (0.84629)	
[2025-01-23 20:24:14,674][       train.py][line: 193][    INFO] (brainmri): Epoch: 175, image auroc: 0.8042,
[2025-01-23 20:24:14,674][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:24:24,775][       train.py][line: 193][    INFO] (brainmri): Epoch: 176, image auroc: 0.8115,
[2025-01-23 20:24:24,775][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:24:34,811][       train.py][line: 193][    INFO] (brainmri): Epoch: 177, image auroc: 0.7590,
[2025-01-23 20:24:34,811][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:24:45,049][       train.py][line: 193][    INFO] (brainmri): Epoch: 178, image auroc: 0.8149,
[2025-01-23 20:24:45,049][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:24:55,286][       train.py][line: 193][    INFO] (brainmri): Epoch: 179, image auroc: 0.8054,
[2025-01-23 20:24:55,286][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:25:00,411][       train.py][line: 271][    INFO] Epoch: [180/200]	Iter: [360/400]	Loss 0.71380 (0.78449)	
[2025-01-23 20:25:05,435][       train.py][line: 193][    INFO] (brainmri): Epoch: 180, image auroc: 0.8308,
[2025-01-23 20:25:05,435][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:25:15,493][       train.py][line: 193][    INFO] (brainmri): Epoch: 181, image auroc: 0.8469,
[2025-01-23 20:25:15,494][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:25:25,812][       train.py][line: 193][    INFO] (brainmri): Epoch: 182, image auroc: 0.8240,
[2025-01-23 20:25:25,812][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:25:36,001][       train.py][line: 193][    INFO] (brainmri): Epoch: 183, image auroc: 0.7877,
[2025-01-23 20:25:36,001][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:25:46,228][       train.py][line: 193][    INFO] (brainmri): Epoch: 184, image auroc: 0.7924,
[2025-01-23 20:25:46,228][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:25:51,359][       train.py][line: 271][    INFO] Epoch: [185/200]	Iter: [370/400]	Loss 0.74610 (0.78350)	
[2025-01-23 20:25:56,508][       train.py][line: 193][    INFO] (brainmri): Epoch: 185, image auroc: 0.7722,
[2025-01-23 20:25:56,509][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:26:06,895][       train.py][line: 193][    INFO] (brainmri): Epoch: 186, image auroc: 0.8221,
[2025-01-23 20:26:06,896][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:26:17,088][       train.py][line: 193][    INFO] (brainmri): Epoch: 187, image auroc: 0.8114,
[2025-01-23 20:26:17,088][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:26:27,235][       train.py][line: 193][    INFO] (brainmri): Epoch: 188, image auroc: 0.7418,
[2025-01-23 20:26:27,235][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:26:37,437][       train.py][line: 193][    INFO] (brainmri): Epoch: 189, image auroc: 0.8067,
[2025-01-23 20:26:37,437][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:26:42,623][       train.py][line: 271][    INFO] Epoch: [190/200]	Iter: [380/400]	Loss 0.78588 (0.79810)	
[2025-01-23 20:26:47,762][       train.py][line: 193][    INFO] (brainmri): Epoch: 190, image auroc: 0.7753,
[2025-01-23 20:26:47,762][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:26:58,060][       train.py][line: 193][    INFO] (brainmri): Epoch: 191, image auroc: 0.8048,
[2025-01-23 20:26:58,061][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:27:08,221][       train.py][line: 193][    INFO] (brainmri): Epoch: 192, image auroc: 0.7883,
[2025-01-23 20:27:08,221][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:27:18,538][       train.py][line: 193][    INFO] (brainmri): Epoch: 193, image auroc: 0.8304,
[2025-01-23 20:27:18,539][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:27:28,629][       train.py][line: 193][    INFO] (brainmri): Epoch: 194, image auroc: 0.8480,
[2025-01-23 20:27:28,629][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:27:33,694][       train.py][line: 271][    INFO] Epoch: [195/200]	Iter: [390/400]	Loss 0.76051 (0.83003)	
[2025-01-23 20:27:38,851][       train.py][line: 193][    INFO] (brainmri): Epoch: 195, image auroc: 0.7592,
[2025-01-23 20:27:38,851][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:27:49,087][       train.py][line: 193][    INFO] (brainmri): Epoch: 196, image auroc: 0.8122,
[2025-01-23 20:27:49,087][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:27:59,328][       train.py][line: 193][    INFO] (brainmri): Epoch: 197, image auroc: 0.8667,
[2025-01-23 20:27:59,329][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:28:09,860][       train.py][line: 193][    INFO] (brainmri): Epoch: 198, image auroc: 0.8092,
[2025-01-23 20:28:09,860][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:28:20,284][       train.py][line: 193][    INFO] (brainmri): Epoch: 199, image auroc: 0.8437,
[2025-01-23 20:28:20,284][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
[2025-01-23 20:28:25,624][       train.py][line: 271][    INFO] Epoch: [200/200]	Iter: [400/400]	Loss 0.90273 (0.84803)	
[2025-01-23 20:28:30,774][       train.py][line: 193][    INFO] (brainmri): Epoch: 200, image auroc: 0.8501,
[2025-01-23 20:28:30,774][       train.py][line: 208][    INFO] (brainmri best): image auroc: 0.9010,
